"Position holder";"Name of the issuer";"ISIN";"Net short position";"Position date"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.59";"2018-07-20 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"0.98";"2018-07-19 00:00:00"
"Capital Fund Management S.A.";"Flow Traders Ltd.";"NL0011279492";"0.71";"2018-07-19 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.49";"2018-07-19 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.62";"2018-07-19 00:00:00"
"Marshall Wace LLP";"Galapagos NV";"BE0003818359";"0.37";"2018-07-19 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.56";"2018-07-19 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.32";"2018-07-19 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.33";"2018-07-19 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.90";"2018-07-19 00:00:00"
"AHL Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.51";"2018-07-18 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.00";"2018-07-18 00:00:00"
"AHL Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.59";"2018-07-18 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.21";"2018-07-18 00:00:00"
"B&G Master Fund Plc";"AEGON Ltd.";"NL0000303709";"0.68";"2018-07-18 00:00:00"
"Goldman Sachs Group Inc., The";"RHI Magnesita N.V.";"NL0012650360";"0.93";"2018-07-18 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.30";"2018-07-18 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.34";"2018-07-18 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.67";"2018-07-18 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.68";"2018-07-18 00:00:00"
"Oxford Asset Management";"Fugro N.V.";"NL0000352565";"1.09";"2018-07-18 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.21";"2018-07-18 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.41";"2018-07-18 00:00:00"
"AHL Partners LLP";"Galapagos NV";"BE0003818359";"0.49";"2018-07-17 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"1.22";"2018-07-17 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.70";"2018-07-17 00:00:00"
"Marshall Wace Asia Limited";"ARCADIS N.V.";"NL0006237562";"0.80";"2018-07-17 00:00:00"
"Marshall Wace LLP";"Galapagos NV";"BE0003818359";"0.50";"2018-07-17 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.70";"2018-07-17 00:00:00"
"Oxford Asset Management";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.49";"2018-07-17 00:00:00"
"Systematica Investments Limited";"PostNL N.V.";"NL0009739416";"0.70";"2018-07-17 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.49";"2018-07-17 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.24";"2018-07-17 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"0.53";"2018-07-16 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.89";"2018-07-16 00:00:00"
"Citadel Advisors II LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.89";"2018-07-16 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.31";"2018-07-16 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"1.41";"2018-07-16 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.56";"2018-07-16 00:00:00"
"Marshall Wace LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.90";"2018-07-16 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.26";"2018-07-16 00:00:00"
"Viking Global Investors LP";"AEGON Ltd.";"NL0000303709";"0.49";"2018-07-16 00:00:00"
"WorldQuant, LLC";"Galapagos NV";"BE0003818359";"0.59";"2018-07-16 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.15";"2018-07-16 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"0.99";"2018-07-13 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.27";"2018-07-13 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.29";"2018-07-13 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders Ltd.";"NL0011279492";"0.85";"2018-07-13 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.59";"2018-07-13 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"1.04";"2018-07-13 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"2.09";"2018-07-12 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.67";"2018-07-12 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.30";"2018-07-12 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.51";"2018-07-12 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.43";"2018-07-12 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.52";"2018-07-12 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"0.94";"2018-07-12 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.81";"2018-07-12 00:00:00"
"AHL Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.60";"2018-07-11 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.18";"2018-07-11 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Aperam S.A.";"LU0569974404";"0.60";"2018-07-11 00:00:00"
"Capital Fund Management S.A.";"Flow Traders Ltd.";"NL0011279492";"0.61";"2018-07-11 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.10";"2018-07-11 00:00:00"
"Jupiter Investment Management Limited";"PostNL N.V.";"NL0009739416";"1.20";"2018-07-11 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.13";"2018-07-11 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.11";"2018-07-11 00:00:00"
"PDT Partners, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.46";"2018-07-11 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"0.88";"2018-07-11 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"1.19";"2018-07-10 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.22";"2018-07-10 00:00:00"
"BlackRock Investment Management (UK) Limited";"ARCADIS N.V.";"NL0006237562";"1.41";"2018-07-10 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.29";"2018-07-10 00:00:00"
"Marshall Wace Asia Limited";"ARCADIS N.V.";"NL0006237562";"0.75";"2018-07-10 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.41";"2018-07-10 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.76";"2018-07-10 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.09";"2018-07-10 00:00:00"
"Oxford Asset Management";"Fugro N.V.";"NL0000352565";"1.18";"2018-07-10 00:00:00"
"Oxford Asset Management";"Galapagos NV";"BE0003818359";"0.49";"2018-07-10 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.35";"2018-07-10 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.68";"2018-07-10 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"0.76";"2018-07-10 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.99";"2018-07-10 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.70";"2018-07-09 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.69";"2018-07-09 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.10";"2018-07-09 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.04";"2018-07-09 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"0.99";"2018-07-09 00:00:00"
"Viking Global Investors LP";"AEGON Ltd.";"NL0000303709";"0.52";"2018-07-09 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.27";"2018-07-09 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"1.01";"2018-07-09 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.19";"2018-07-06 00:00:00"
"BlueCrest Capital Management Limited";"Fugro N.V.";"NL0000352565";"0.73";"2018-07-06 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.45";"2018-07-06 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.70";"2018-07-06 00:00:00"
"Marshall Wace LLP";"Eurocommercial Properties N.V.";"NL0000288876";"0.49";"2018-07-06 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.36";"2018-07-06 00:00:00"
"Oxford Asset Management";"Fugro N.V.";"NL0000352565";"1.24";"2018-07-06 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.26";"2018-07-06 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"1.00";"2018-07-06 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.78";"2018-07-06 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.99";"2018-07-06 00:00:00"
"WorldQuant, LLC";"Signify N.V.";"NL0011821392";"0.47";"2018-07-06 00:00:00"
"AHL Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.52";"2018-07-05 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.33";"2018-07-05 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.62";"2018-07-05 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.87";"2018-07-05 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"1.01";"2018-07-05 00:00:00"
"Oxford Asset Management";"Pharming Group N.V.";"NL0010391025";"0.44";"2018-07-05 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"1.01";"2018-07-05 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.78";"2018-07-05 00:00:00"
"Citadel Advisors II LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.97";"2018-07-04 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.29";"2018-07-04 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.01";"2018-07-04 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.42";"2018-07-04 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.92";"2018-07-04 00:00:00"
"Oxford Asset Management";"Galapagos NV";"BE0003818359";"0.50";"2018-07-04 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.88";"2018-07-04 00:00:00"
"WorldQuant, LLC";"Signify N.V.";"NL0011821392";"0.50";"2018-07-04 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.80";"2018-07-04 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.07";"2018-07-03 00:00:00"
"Arrowstreet Capital, Limited Partnership";"TomTom N.V.";"NL0000387058";"0.48";"2018-07-03 00:00:00"
"B&G Master Fund Plc";"NN Group N.V.";"NL0010773842";"0.60";"2018-07-03 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Wereldhave N.V.";"NL0000289213";"0.52";"2018-07-03 00:00:00"
"BlackRock Investment Management (UK) Limited";"Signify N.V.";"NL0011821392";"0.80";"2018-07-03 00:00:00"
"Capital Fund Management S.A.";"Flow Traders Ltd.";"NL0011279492";"0.59";"2018-07-03 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Wereldhave N.V.";"NL0000289213";"0.50";"2018-07-03 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.65";"2018-07-03 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.74";"2018-07-03 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.01";"2018-07-03 00:00:00"
"PDT Partners, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.52";"2018-07-03 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.78";"2018-07-03 00:00:00"
"Aravt Global";"Signify N.V.";"NL0011821392";"0.27";"2018-07-02 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"1.92";"2018-07-02 00:00:00"
"Capital Fund Management S.A.";"OCI N.V.";"NL0010558797";"0.80";"2018-07-02 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.96";"2018-07-02 00:00:00"
"Citadel Advisors II LLC";"Wereldhave N.V.";"NL0000289213";"0.82";"2018-07-02 00:00:00"
"Clinton Group, Inc";"Wereldhave N.V.";"NL0000289213";"0.60";"2018-07-02 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.54";"2018-07-02 00:00:00"
"Davidson Kempner European Partners, LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.46";"2018-07-02 00:00:00"
"GSA Capital Partners LLP";"Wereldhave N.V.";"NL0000289213";"0.61";"2018-07-02 00:00:00"
"Jupiter Investment Management Limited";"PostNL N.V.";"NL0009739416";"1.10";"2018-07-02 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.50";"2018-07-02 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.84";"2018-07-02 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.66";"2018-07-02 00:00:00"
"Millennium Capital Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.60";"2018-07-02 00:00:00"
"WorldQuant, LLC";"Galapagos NV";"BE0003818359";"0.61";"2018-07-02 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.90";"2018-07-02 00:00:00"
"WorldQuant, LLC";"Signify N.V.";"NL0011821392";"0.47";"2018-07-02 00:00:00"
"Aravt Global";"Signify N.V.";"NL0011821392";"0.52";"2018-06-29 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.00";"2018-06-29 00:00:00"
"Clinton Group, Inc";"Wereldhave N.V.";"NL0000289213";"0.59";"2018-06-29 00:00:00"
"Marshall Wace Asia Limited";"ARCADIS N.V.";"NL0006237562";"0.50";"2018-06-29 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.90";"2018-06-29 00:00:00"
"Scopia Capital Management LP";"Signify N.V.";"NL0011821392";"2.08";"2018-06-29 00:00:00"
"Systematica Investments Limited";"PostNL N.V.";"NL0009739416";"0.61";"2018-06-29 00:00:00"
"Viking Global Investors LP";"AEGON Ltd.";"NL0000303709";"0.66";"2018-06-29 00:00:00"
"WorldQuant, LLC";"Signify N.V.";"NL0011821392";"0.51";"2018-06-29 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Aperam S.A.";"LU0569974404";"0.50";"2018-06-28 00:00:00"
"B&G Master Fund Plc";"NN Group N.V.";"NL0010773842";"0.59";"2018-06-28 00:00:00"
"BlackRock Investment Management (UK) Limited";"Fugro N.V.";"NL0000352565";"0.48";"2018-06-28 00:00:00"
"Clinton Group, Inc";"Wereldhave N.V.";"NL0000289213";"0.60";"2018-06-28 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.31";"2018-06-28 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.40";"2018-06-28 00:00:00"
"Jupiter Investment Management Limited";"PostNL N.V.";"NL0009739416";"1.01";"2018-06-28 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.09";"2018-06-28 00:00:00"
"Viking Global Investors LP";"AEGON Ltd.";"NL0000303709";"0.70";"2018-06-28 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.19";"2018-06-28 00:00:00"
"Clinton Group, Inc";"Wereldhave N.V.";"NL0000289213";"0.59";"2018-06-27 00:00:00"
"CQS (UK) LLP";"Aperam S.A.";"LU0569974404";"0.44";"2018-06-27 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.29";"2018-06-27 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"1.91";"2018-06-27 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.90";"2018-06-27 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.20";"2018-06-27 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.93";"2018-06-27 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.69";"2018-06-27 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.18";"2018-06-26 00:00:00"
"Capital Fund Management S.A.";"OCI N.V.";"NL0010558797";"0.70";"2018-06-26 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.31";"2018-06-26 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.32";"2018-06-26 00:00:00"
"Marshall Wace LLP";"Eurocommercial Properties N.V.";"NL0000288876";"0.50";"2018-06-26 00:00:00"
"Marshall Wace LLP";"OCI N.V.";"NL0010558797";"0.59";"2018-06-26 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"1.84";"2018-06-26 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.89";"2018-06-26 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"1.21";"2018-06-25 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"1.08";"2018-06-25 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.89";"2018-06-25 00:00:00"
"Jupiter Investment Management Limited";"PostNL N.V.";"NL0009739416";"0.91";"2018-06-25 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.93";"2018-06-25 00:00:00"
"Pictet Asset Management S.A.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.49";"2018-06-25 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"0.90";"2018-06-25 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"1.77";"2018-06-25 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.19";"2018-06-25 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.92";"2018-06-25 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"1.80";"2018-06-22 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.26";"2018-06-22 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.39";"2018-06-22 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.80";"2018-06-22 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.48";"2018-06-22 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"1.21";"2018-06-22 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.70";"2018-06-22 00:00:00"
"Citadel Advisors II LLC";"Wereldhave N.V.";"NL0000289213";"0.61";"2018-06-21 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.79";"2018-06-21 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"1.82";"2018-06-21 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.10";"2018-06-21 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"0.49";"2018-06-21 00:00:00"
"BlueCrest Capital Management Limited";"Fugro N.V.";"NL0000352565";"0.62";"2018-06-20 00:00:00"
"Citadel Advisors II LLC";"Wereldhave N.V.";"NL0000289213";"0.58";"2018-06-20 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.30";"2018-06-20 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.20";"2018-06-20 00:00:00"
"WorldQuant, LLC";"Pharming Group N.V.";"NL0010391025";"0.50";"2018-06-20 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.65";"2018-06-20 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"0.90";"2018-06-19 00:00:00"
"Citadel Advisors II LLC";"Wereldhave N.V.";"NL0000289213";"0.49";"2018-06-19 00:00:00"
"CQS (UK) LLP";"Aperam S.A.";"LU0569974404";"0.59";"2018-06-19 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.12";"2018-06-19 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.82";"2018-06-19 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.79";"2018-06-19 00:00:00"
"PDT Partners, LLC";"Pharming Group N.V.";"NL0010391025";"0.46";"2018-06-19 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"1.20";"2018-06-18 00:00:00"
"B&G Master Fund Plc";"NN Group N.V.";"NL0010773842";"0.68";"2018-06-18 00:00:00"
"Jupiter Investment Management Limited";"Fugro N.V.";"NL0000352565";"1.12";"2018-06-18 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.01";"2018-06-18 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.81";"2018-06-18 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.70";"2018-06-18 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"2.58";"2018-06-18 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.88";"2018-06-18 00:00:00"
"PDT Partners, LLC";"Pharming Group N.V.";"NL0010391025";"0.53";"2018-06-18 00:00:00"
"WorldQuant, LLC";"Galapagos NV";"BE0003818359";"0.59";"2018-06-18 00:00:00"
"AQR Capital Management, LLC";"Galapagos NV";"BE0003818359";"2.49";"2018-06-15 00:00:00"
"Arrowstreet Capital, Limited Partnership";"TomTom N.V.";"NL0000387058";"0.69";"2018-06-15 00:00:00"
"Jupiter Investment Management Limited";"PostNL N.V.";"NL0009739416";"0.82";"2018-06-15 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"1.92";"2018-06-15 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.74";"2018-06-15 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.72";"2018-06-15 00:00:00"
"Millennium Capital Partners LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.50";"2018-06-15 00:00:00"
"Millennium International Management LP";"AMG Critical Materials N.V.";"NL0000888691";"0.90";"2018-06-15 00:00:00"
"PDT Partners, LLC";"Pharming Group N.V.";"NL0010391025";"0.60";"2018-06-15 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.86";"2018-06-15 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"1.79";"2018-06-14 00:00:00"
